id	property_name	location	phone	map_link	property_type	furnishing	private_price	single_price	double_price	triple_price	starting_price	listing_type	is_available	created_at	updated_at	description	features	slug	is_deleted	avg_rating	review_count	city	last_verified_at	last_booked_at	last_review_at
183	My stay @Tabun coliving pg	Pattandur Agrahara	9999999999	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	8000.00	rent	1	2026-04-15 11:51:19	2026-05-22 07:14:21	NULL	[wifi, power_backup, food, housekeeping, cctv, security, geyser, tv, refrigerator, washing machine, bike parking, terrace, lift, common kitchen, attached bathroom, cupboards, furniture, couple friendly, work desk]	my-stay-tabun-coliving-pg	0	0.00	0	bangalore	2026-05-16 11:07:39	NULL	NULL
184	PALMORA PREMIUM GENTS PG	HSR layout	9999999999	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	10000.00	rent	1	2026-04-15 11:56:08	2026-05-22 07:14:21	NULL	[wifi, power_backup, food, housekeeping, cctv, fingerprint, tv, geyser, refrigerator, washing machine, bike parking, terrace, lift, common kitchen, attached bathroom, cupboards, furniture, work desk]	palmora-premium-gents-pg	0	5.00	1	bangalore	2026-05-22 07:14:21	NULL	2026-04-17 12:22:52
185	V R Tranquil inn	Bommanahalli	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	8500.00	rent	1	2026-04-15 11:59:57	2026-05-22 07:14:21	NULL	[wifi, power_backup, food, cctv, fingerprint, geyser, tv, refrigerator, washing machine, bike parking, terrace, lift, common kitchen, attached bathroom, cupboards, furniture, work desk, couple friendly]	v-r-tranquil-inn	0	0.00	0	bangalore	2026-04-22 07:03:17	NULL	NULL
186	Priyanshu coliving pg	Bommanahalli	9999999999	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	9500.00	rent	1	2026-04-15 12:52:30	2026-05-22 07:14:21	NULL	[wifi, power_backup, food, housekeeping, cctv, fingerprint, geyser, tv, refrigerator, washing machine, bike parking, terrace, lift, common kitchen, attached bathroom, couple friendly, work desk]	priyanshu-coliving-pg	0	0.00	0	bangalore	2026-04-22 07:03:17	NULL	NULL
187	Urban Homes	kasavanahalli	9999999999	NULL	2BHK	fully_furnished	NULL	NULL	NULL	NULL	42000.00	rent	1	2026-04-15 12:55:51	2026-05-22 07:14:21	NULL	[power_backup, tv, cctv, refrigerator, washing machine, geyser, bike parking, terrace, lift, common kitchen, attached bathroom, cupboards, furniture, work desk, couple friendly]	urban-homes	0	5.00	1	bangalore	2026-05-22 07:14:21	NULL	2026-04-16 06:09:38
188	We Live coliving pg	Whitefield	9999999999	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	12000.00	rent	1	2026-04-15 12:59:19	2026-05-22 07:14:21	NULL	[wifi, power_backup, food, housekeeping, cctv, geyser, tv, refrigerator, washing machine, terrace, lift, common kitchen, cupboards, attached bathroom, furniture, couple friendly, work desk]	we-live-coliving-pg	0	5.00	1	bangalore	2026-05-22 07:14:21	NULL	2026-04-17 12:22:03
189	Peepal Tree 1BHK	HSR layout	9999999999	NULL	1BHK	fully_furnished	NULL	NULL	NULL	NULL	31000.00	rent	1	2026-04-17 06:44:30	2026-05-22 07:14:21	NULL	[power_backup, cctv, tv, geyser, refrigerator, washing machine, bike parking, terrace, lift, common kitchen, attached bathroom, cupboards, furniture, work desk, couple friendly]	peepal-tree	0	0.00	0	bangalore	2026-04-18 10:23:52	NULL	NULL
190	Peepal Tree 2BHK	HSR layout	9999999999	NULL	2BHK	fully_furnished	NULL	NULL	NULL	NULL	46000.00	rent	1	2026-04-17 06:51:19	2026-05-22 07:14:21	NULL	[power_backup, cctv, geyser, tv, refrigerator, washing machine, bike parking, terrace, lift, common kitchen, attached bathroom, cupboards, furniture, work desk, couple friendly]	peepal-tree-2bhk	0	0.00	0	bangalore	2026-04-18 10:23:52	NULL	NULL
191	778 Lake view residency	Muneshwara Nagar	9999999999	NULL	2BHK	semi_furnished	NULL	NULL	NULL	NULL	25000.00	rent	1	2026-04-17 07:06:36	2026-05-22 07:14:21	NULL	[geyser, security, bike parking, common kitchen, terrace, attached bathroom, cupboards, furniture, study table, couple friendly]	778-lake-view-residency	0	0.00	0	bangalore	2026-05-16 11:07:39	NULL	NULL
192	Sathyadev Coliving PG	Koramangala	9999999999	NULL	PG	semi_furnished	NULL	NULL	NULL	NULL	8000.00	rent	1	2026-04-21 06:55:05	2026-05-22 07:14:21	NULL	[wifi, power_backup, food, housekeeping, cctv, security, fingerprint, geyser, tv, refrigerator, washing machine, bike parking, gym, lift, common kitchen, attached bathroom, couple friendly]	sathyadev-coliving-pg-koramangala	0	0.00	0	bangalore	2026-04-22 07:03:17	NULL	NULL
193	AVOLON LUXE COLIVING	Marathahalli	9999999999	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	9000.00	rent	1	2026-04-21 07:03:46	2026-05-22 07:14:21	NULL	[wifi, power_backup, food, housekeeping, fingerprint, security, cctv, geyser, tv, refrigerator, washing machine, bike parking, lift, common kitchen, attached bathroom]	avolon-luxe-coliving-pg-marathahalli	0	0.00	0	bangalore	2026-04-22 07:03:17	NULL	NULL
194	Dream stay Colive	HSR Layout	9999999999	NULL	PG	semi_furnished	NULL	NULL	NULL	NULL	9000.00	rent	1	2026-04-21 12:19:06	2026-05-22 07:14:21	NULL	[power_backup, wifi, food, housekeeping, cctv, security, fingerprint, geyser, tv, refrigerator, washing machine, bike parking, lift, couple friendly]	dream-stay-colive-pg-hsr-layout	0	0.00	0	bangalore	2026-04-22 07:03:17	NULL	NULL
195	Daisy Crest Living	Bellandur	9999999999	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	14000.00	rent	1	2026-04-22 06:06:03	2026-05-22 07:14:21	NULL	[wifi, power_backup, housekeeping, food, cctv, security, fingerprint, washing machine, bike parking, gym, lift, cupboards, study table, couple friendly]	daisy-crest-living-pg-bellandur	0	0.00	0	bangalore	2026-04-22 07:03:17	NULL	NULL
196	RR 28 Coliving PG	Marathahalli	9999999999	NULL	PG	semi_furnished	NULL	NULL	NULL	NULL	11000.00	rent	1	2026-04-22 10:14:53	2026-05-22 07:14:21	NULL	[wifi, power_backup, fingerprint, cctv, security, geyser, washing machine, bike parking, gym, lift, attached bathroom, cupboards, couple friendly, study table]	rr-28-coliving-pg-marathahalli	0	0.00	0	bangalore	2026-04-22 10:27:05	NULL	NULL
197	Nest Homes	Mahadevapura	9999999999	NULL	1BHK	fully_furnished	NULL	NULL	NULL	NULL	28000.00	rent	1	2026-04-27 05:22:21	2026-05-22 07:14:21	NULL	[cctv, refrigerator, bike parking, lift, terrace, furniture]	nest-homes-1bhk-mahadevapura	0	0.00	0	bangalore	2026-05-16 11:07:39	NULL	NULL
198	THRIVE CO-LIVE	Whitefield	9999999999	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	10000.00	rent	1	2026-04-27 05:32:51	2026-05-22 07:14:21	NULL	[wifi, power_backup, cctv, security, fingerprint, refrigerator, washing machine, bike parking, lift, furniture, cupboards, attached bathroom, study table, couple friendly]	thrive-co-live-pg-whitefield	0	0.00	0	bangalore	2026-05-16 11:07:39	NULL	NULL
199	Trident Coliving	Whitefield	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	8000.00	rent	1	2026-04-27 05:37:05	2026-05-22 07:14:21	NULL	[wifi, power_backup, security, food, fingerprint, cctv, tv, geyser, refrigerator, washing machine, bike parking, lift, attached bathroom, cupboards, study table, couple friendly, gym]	trident-coliving-pg-whitefield	0	0.00	0	bangalore	2026-05-16 11:07:39	NULL	NULL
200	Maple Co-living	Marathahalli	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	10000.00	rent	1	2026-04-27 05:40:57	2026-05-22 07:14:21	NULL	[wifi, power_backup, food, housekeeping, fingerprint, security, cctv, geyser, tv, refrigerator, washing machine, bike parking, gym, lift, furniture, cupboards, maintenance, couple friendly, study table, attached bathroom]	maple-co-living-pg-marathahalli	0	0.00	0	bangalore	2026-05-16 11:07:40	NULL	NULL
201	Cool Homes PG For Gents	Ashwath Nagar Marathahalli	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	8000.00	rent	1	2026-04-27 05:45:02	2026-05-22 07:14:21	NULL	[wifi, power_backup, food, housekeeping, fingerprint, security, cctv, tv, geyser, refrigerator, washing machine, bike parking, gym, lift, common kitchen, attached bathroom, cupboards, study table, couple friendly]	cool-homes-pg-for-gents-ashwath-nagar-marathahalli	0	0.00	0	bangalore	2026-04-27 05:45:02	NULL	NULL
202	Raja's Gents and coliving pg	Marathahalli	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	8000.00	rent	1	2026-04-27 05:49:14	2026-05-22 07:14:21	NULL	[wifi, power_backup, food, fingerprint, security, cctv, tv, geyser, refrigerator, washing machine, bike parking, lift, attached bathroom, cupboards, study table, couple friendly]	raja-s-gents-and-coliving-pg-marathahalli	0	0.00	0	bangalore	2026-04-27 05:49:14	NULL	NULL
203	Infinity Living Pg Coliving	Kadugodi metro station	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	7500.00	rent	1	2026-04-27 05:51:54	2026-05-22 07:14:21	NULL	[wifi, power_backup, food, fingerprint, security, cctv, geyser, tv, refrigerator, washing machine, bike parking, attached bathroom, cupboards, lift, study table, couple friendly, gym]	infinity-living-pg-coliving-kadugodi-metro-station	0	0.00	0	bangalore	2026-05-16 11:07:40	NULL	NULL
204	Park View Residency	Hosapalaya Muneshwara Nagar	NULL	NULL	1BHK	semi_furnished	NULL	NULL	NULL	NULL	25000.00	rent	1	2026-04-27 05:56:03	2026-05-22 07:14:21	NULL	[security, cctv, bike parking, attached bathroom, cupboards]	park-view-residency-1bhk-hosapalaya-muneshwara-nagar	0	0.00	0	bangalore	2026-05-16 11:07:40	NULL	NULL
205	MG 466 & 469	Electronic city	NULL	NULL	1BHK	fully_furnished	NULL	NULL	NULL	NULL	19998.00	rent	1	2026-04-29 05:07:07	2026-05-22 07:14:21	NULL	[cctv, power_backup, tv, geyser, refrigerator, bike parking, lift]	mg-466-1bhk-electronic-city	0	0.00	0	bangalore	2026-05-16 11:07:40	NULL	NULL
206	Surya Royal Luxury Flats	Sarjapur	NULL	NULL	2BHK	fully_furnished	NULL	NULL	NULL	NULL	40000.00	rent	1	2026-04-29 07:19:16	2026-05-22 07:14:21	NULL	[Amenities Included in the Rent  •⁠  Electricity Bill Included •⁠  Internet Bill Included •⁠  Furnished Rooms •⁠  24/7 Power Backup •⁠  Wooden Cot & Perfect Mattress •⁠  Linens  •⁠  Wardrobe / Almirah  •⁠  Dedicated Washroom •⁠  Hot Water 24×7 •⁠  RO Drinking Water •⁠  Common Dining Area •⁠  Microwave / Refrigerator •⁠  Automatic Washing Machines •⁠  Professional Housekeeping •⁠  Regular Room Service •⁠  High-Speed WiFi •⁠  CCTV Surveillance •⁠  Security Guards •⁠  24/7 Security  SUPER AMENITIES💥 GOOD FOOD🍛]	surya-royal-luxury-flats-2bhk-sarjapur	0	0.00	0	bangalore	2026-04-29 07:19:16	NULL	NULL
207	Sri Hanuman Homes	Shajapur Road	NULL	NULL	1BHK	semi_furnished	NULL	NULL	NULL	NULL	19000.00	rent	1	2026-04-29 09:58:17	2026-05-22 07:14:21	NULL	[geyser, tv, refrigerator, study table]	sri-hanuman-homes-1bhk-shajapur-road	0	0.00	0	bangalore	2026-05-16 11:07:40	NULL	NULL
208	Sri Hanuman Homes	Shajapur Road	NULL	NULL	2BHK	semi_furnished	NULL	NULL	NULL	NULL	24000.00	rent	1	2026-04-29 10:00:01	2026-05-22 07:14:21	NULL	[power_backup, tv, geyser, refrigerator, study table]	sri-hanuman-homes-2bhk-shajapur-road	0	0.00	0	bangalore	2026-05-16 11:07:40	NULL	NULL
209	Zest in costay coliving pg	Electronic City phase 1	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	9000.00	rent	1	2026-04-30 05:25:12	2026-05-22 07:14:21	NULL	[wifi, power_backup, security, cctv, fingerprint, geyser, tv, refrigerator, washing machine, bike parking, gym, lift, furniture, study table, couple friendly]	zest-in-costay-coliving-pg-electronic-city-phase-1	0	0.00	0	bangalore	2026-05-16 11:07:40	NULL	NULL
210	Next Gen Coliving pg	E city Neeladri	NULL	NULL	PG	semi_furnished	NULL	NULL	NULL	NULL	7500.00	rent	1	2026-04-30 07:44:32	2026-05-22 07:14:21	NULL	[wifi, power_backup, bed_pillow, geyser, tv, refrigerator, washing machine, cctv, security, fingerprint, lift, bike parking, water_supply_247, dustbin, bucket_mug]	next-gen-coliving-pg-e-city-neeladri	0	0.00	0	bangalore	2026-05-16 11:07:40	NULL	NULL
211	Icon gents pg	Marathahalli	NULL	NULL	PG	semi_furnished	NULL	NULL	NULL	NULL	7500.00	rent	1	2026-04-30 11:07:47	2026-05-22 07:14:21	NULL	[wifi, power_backup, high_speed_wifi, bed_pillow, tv, refrigerator, geyser, fingerprint, security, cctv, bike parking, lift, water_supply_247, dustbin, bucket_mug, study table]	icon-gents-pg-marathahalli	0	0.00	0	bangalore	2026-05-16 11:07:40	NULL	NULL
212	SL Ladies Pg	Embassy tec village	NULL	NULL	PG	semi_furnished	NULL	NULL	NULL	NULL	12000.00	rent	1	2026-05-02 05:57:42	2026-05-22 07:14:21	NULL	[wifi, power_backup, high_speed_wifi, ro_water, bed_pillow, wardrobe, tv, refrigerator, washing machine, geyser, security, cctv, housekeeping, bike parking, lift, water_supply_247, dustbin, bucket_mug, gym]	sl-ledies-pg-embassy-tec-village	0	0.00	0	bangalore	2026-05-16 11:07:40	NULL	NULL
213	Lakshitha luxury Ledies pg	BTM Layout	NULL	NULL	PG	semi_furnished	NULL	NULL	NULL	NULL	8500.00	rent	1	2026-05-02 06:32:04	2026-05-22 07:14:21	NULL	[wifi, power_backup, high_speed_wifi, ro_water, wardrobe, bed_pillow, washing machine, refrigerator, tv, geyser, cctv, security, fingerprint, lift, bike parking, water_supply_247, dustbin, bucket_mug]	lakshitha-luxury-ledies-pg-btm-layout	0	0.00	0	bangalore	2026-05-16 11:07:40	NULL	NULL
214	Sri Lakshmi happy homes girls pg	Behind Crist college	NULL	NULL	PG	semi_furnished	NULL	NULL	NULL	NULL	9000.00	rent	1	2026-05-02 07:23:31	2026-05-22 07:14:21	NULL	[wifi, power_backup, high_speed_wifi, ro_water, wardrobe, bed_pillow, tv, refrigerator, washing machine, geyser, cctv, security, fingerprint, water_supply_247, lift, bike parking, dustbin, bucket_mug, common_dining, food]	sri-lakshmi-happy-homes-girls-pg-behind-crist-college	0	0.00	0	bangalore	2026-05-16 11:07:40	NULL	NULL
215	Halo coliving pg	Kadubeesanahalli	NULL	NULL	PG	semi_furnished	NULL	NULL	NULL	NULL	12500.00	rent	1	2026-05-02 10:07:45	2026-05-22 07:14:21	NULL	[wifi, power_backup, high_speed_wifi, food, ro_water, wardrobe, bed_pillow, washing machine, refrigerator, tv, geyser, cctv, security, fingerprint, bike parking, lift, water_supply_247, dustbin, bucket_mug]	halo-coliving-pg-kadubeesanahalli	0	0.00	0	bangalore	2026-05-16 11:07:40	NULL	NULL
216	Halo coliving pg unit 2	Kadubeesanahalli	NULL	NULL	PG	semi_furnished	NULL	NULL	NULL	NULL	13000.00	rent	1	2026-05-02 10:55:07	2026-05-22 07:14:21	NULL	[wifi, high_speed_wifi, power_backup, ro_water, wardrobe, bed_pillow, washing machine, tv, refrigerator, geyser, security, cctv, fingerprint, lift, bike parking, water_supply_247, dustbin, bucket_mug, study table]	halo-coliving-pg-unit-2-kadubeesanahalli	0	0.00	0	bangalore	2026-05-16 11:07:40	NULL	NULL
217	Jyothis Living Spaces	BEML Layout-All AC | Near Brigade Tech Gardens	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	17999.00	rent	1	2026-05-05 05:31:09	2026-05-22 07:14:21	NULL	[power_backup, ro_water, bed_pillow, wardrobe, ac, geyser, tv, refrigerator, cctv, bike parking, Fully furnished rooms Bed cot and pillow  Study table chair  AC rooms Balcony  Common washing machine  Discussion area  Canteen area  Cupboard  Bike parking]	jyothis-living-spaces-pg-beml-layout-all-ac-near-brigade-tech-gardens	0	0.00	0	bangalore	2026-05-16 11:07:40	NULL	NULL
218	Eden premium studio rooms and eden premium Coliving pg	kadubeesanahalli	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	13500.00	rent	1	2026-05-05 05:52:00	2026-05-22 07:14:21	NULL	[wifi, ro_water, wardrobe, bed_pillow, geyser, tv, refrigerator, cctv, bike parking, 3 time sfood Wifi Lift Power backup  Daily cleaning  Bike parking  Game zone Gym Work space  Reception  Common kitchen Common washing machine  Drying area Bed cot pillow  Study table and chair Smart tv Mug bucket, food, gym]	eden-premium-studio-rooms-and-coliving-pg-kadubeesanahalli	0	0.00	0	bangalore	2026-05-16 11:07:40	NULL	NULL
219	Pixel premium ladies pg	panathur	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	9000.00	rent	1	2026-05-06 11:44:06	2026-05-22 07:14:21	NULL	[wifi, power_backup, food, common_dining, ro_water, common kitchen, furniture, bed_pillow, tv, washing machine, water_supply_247, lift, gym, room_service]	pixel-premium-ladies-pg-panathur	0	0.00	0	bangalore	2026-05-16 11:07:40	NULL	NULL
220	PMN  Homes	Kadubeesanahalli	NULL	NULL	2BHK	fully_furnished	NULL	NULL	NULL	NULL	45000.00	rent	1	2026-05-06 11:54:28	2026-05-22 07:14:21	NULL	[tv, teapoy, stove, ro_water, bike parking, lift]	pmn-homes-2bhk-kadubeesanahalli	0	0.00	0	bangalore	2026-05-16 11:07:40	NULL	NULL
221	Stay inn	Whitefield	NULL	NULL	1BHK	fully_furnished	NULL	NULL	NULL	NULL	28000.00	rent	1	2026-05-06 11:59:09	2026-05-22 07:14:21	NULL	[balcony, bike parking, lift, refrigerator, ro_water, stove, sofa, study table, furniture, wardrobe]	stay-inn-1bhk-whitefield	0	0.00	0	bangalore	2026-05-16 11:07:40	NULL	NULL
222	AR HOMES	Whitefield	NULL	NULL	1BHK	fully_furnished	NULL	NULL	NULL	NULL	25000.00	rent	1	2026-05-06 12:08:34	2026-05-22 07:14:21	NULL	[power_backup, tv, washing machine, refrigerator, wifi, geyser, bike parking, ro_water, sofa, bed_pillow, lift, fingerprint, security, balcony]	ar-homes-1bhk-whitefield	0	0.00	0	bangalore	2026-05-16 11:07:40	NULL	NULL
223	Domo Living - Lotus House	Sarjapur	NULL	NULL	1BHK	fully_furnished	NULL	NULL	NULL	NULL	23999.00	rent	1	2026-05-07 11:56:46	2026-05-22 07:14:21	NULL	[housekeeping, maintenance, bike parking, power_backup, water_supply_247, ro_water, refrigerator, microwave, stove, wooden_cot, furniture, wardrobe, bed_pillow, cctv, tv, gym, wifi]	domo-living-lotus-house-1bhk-sarjapur	0	0.00	0	bangalore	2026-05-16 11:07:40	NULL	NULL
224	Domo Living Pearl House	Whitefield	NULL	NULL	1BHK	fully_furnished	NULL	NULL	NULL	NULL	25000.00	rent	1	2026-05-07 12:13:53	2026-05-22 07:14:21	NULL	[wifi, power_backup, ro_water, furniture, wooden_cot, wardrobe, bed_pillow, refrigerator, tv, microwave, stove, cctv, maintenance, housekeeping, bike parking, lift, gym]	domo-living-pearl-house-1bhk-whitefield	0	0.00	0	bangalore	2026-05-16 11:07:41	NULL	NULL
225	Abhishek Co-Living Pg	Mahadevapura	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	11000.00	rent	1	2026-05-07 12:20:19	2026-05-22 07:14:21	NULL	[water_supply_247, room_service, washing machine, food, wifi, power_backup, tv, work desk, lift, security, refrigerator, furniture, common kitchen]	abhishek-co-living-pg-mahadevapura	0	0.00	0	bangalore	2026-05-16 11:07:41	NULL	NULL
226	SLV Prime living pg	Halasuru	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	9500.00	rent	1	2026-05-08 07:13:11	2026-05-22 07:14:21	NULL	[wifi, tv, washing machine, food, study table, lift, power_backup, maintenance, common kitchen, ro_water, cctv, security, fingerprint, dustbin, terrace]	slv-prime-living-pg-halasuru	0	0.00	0	bangalore	2026-05-16 11:07:41	NULL	NULL
227	The Nest Coliving pg	Koramangala	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	8000.00	rent	1	2026-05-08 07:19:10	2026-05-22 07:14:21	NULL	[power_backup, wifi, ro_water, bike parking, parking, room_service, security, cctv, furniture, common_dining, fingerprint, maintenance]	the-nest-coliving-pg-koramangala	0	0.00	0	bangalore	2026-05-16 11:07:41	NULL	NULL
228	Vintage PG – Spice Garden	Marathahalli	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	10500.00	rent	1	2026-05-08 07:29:30	2026-05-22 07:14:21	NULL	[high_speed_wifi, tv, washing machine, food, study table, lift, power_backup, room_service, security, cctv, fingerprint]	vintage-pg-spice-garden-marathahalli	0	0.00	0	bangalore	2026-05-16 11:07:41	NULL	NULL
229	Sai Venkateswara colive	Marathahalli	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	9500.00	rent	1	2026-05-08 07:33:17	2026-05-22 07:14:21	NULL	[study table, food, geyser, power_backup, bike parking, lift, wooden_cot, bed_pillow, refrigerator, washing machine, high_speed_wifi, furniture]	sai-venkateswara-colive-pg-marathahalli	0	0.00	0	bangalore	2026-05-16 11:07:41	NULL	NULL
230	Livoza premium coliving	koramangala	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	16000.00	rent	1	2026-05-08 10:03:28	2026-05-22 07:14:21	NULL	[high_speed_wifi, tv, washing machine, food, study table, lift, power_backup, security, cctv, fingerprint, furniture, room_service, ro_water]	livoza-premium-coliving-pg-koramangala	0	0.00	0	bangalore	2026-05-16 11:07:41	NULL	NULL
231	DEN Homes 1 & 2 BHK	panathur	NULL	NULL	1BHK	fully_furnished	NULL	NULL	NULL	NULL	26000.00	rent	1	2026-05-09 07:30:36	2026-05-22 07:14:21	NULL	[tv, refrigerator, washing machine, bike parking, lift, bed_pillow, sofa, teapoy, ro_water, stove, cylinder, bucket_mug, study table, power_backup]	den-homes-1-2-bhk-1bhk-panathur	0	0.00	0	bangalore	2026-05-16 11:07:41	NULL	NULL
232	Opta coliving pg	Bellandur	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	7500.00	rent	1	2026-05-09 09:06:32	2026-05-22 07:14:21	NULL	[dustbin, common_dining, lift, bike parking, tv, washing machine, wifi, wardrobe, refrigerator, study table, bed_pillow, ro_water, power_backup, security, cctv, fingerprint, room_service, maintenance]	opta-coliving-pg-bellandur	0	0.00	0	bangalore	2026-05-16 11:07:41	NULL	NULL
233	Elev8 coliving pg	Bellandur	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	7500.00	rent	1	2026-05-09 09:21:31	2026-05-22 07:14:21	NULL	[bed_pillow, refrigerator, study table, wardrobe, washing machine, tv, lift, bike parking, common_dining, dustbin, ro_water, cctv, security, room_service, maintenance, fingerprint]	elve-8-coliving-pg-bellandur	0	0.00	0	bangalore	2026-05-16 11:07:41	NULL	NULL
234	Cyra flats 1bhk	Whitefield	NULL	NULL	1BHK	fully_furnished	NULL	NULL	NULL	NULL	28000.00	rent	1	2026-05-09 09:32:33	2026-05-22 07:14:21	NULL	[refrigerator, ro_water, stove, sofa, study table, power_backup, balcony, lift, bike parking]	cyra-flats-1bhk-whitefield	0	0.00	0	bangalore	2026-05-16 11:07:41	NULL	NULL
235	Sri Venkateshwara Coliving pg	Jayanagar	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	7000.00	rent	1	2026-05-14 05:02:24	2026-05-22 07:14:21	NULL	[wifi, power_backup, wooden_cot, wardrobe, geyser, tv, refrigerator, fingerprint, cctv, security, maintenance, dustbin, water_supply_247, lift, bike parking]	sri-venkateshwara-coliving-pg-tilak-nagar-jaynagar	0	0.00	0	bangalore	2026-05-16 11:07:41	NULL	NULL
236	MSR Studio Rooms	Kodbisanhalli	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	20000.00	rent	1	2026-05-14 05:07:30	2026-05-22 07:14:21	NULL	[wifi, power_backup, food, common kitchen, bed_pillow, wooden_cot, furniture, geyser, tv, refrigerator, stove, cctv, security, housekeeping, dustbin, water_supply_247, lift, bike parking, bucket_mug, Fully furnished  Smart tv  Study table chair  Pillow cot bed and bedsheet tavel Bucket mug  Plates  Cooker Stove  Spoon fork Glass  Lift Bike parking  Wifi Power backup  Balcony  Fridge]	msr-studio-rooms-pg	0	0.00	0	bangalore	2026-05-16 11:07:41	NULL	NULL
237	LivX Building	Whitefield	NULL	NULL	1BHK	fully_furnished	NULL	NULL	NULL	NULL	21000.00	rent	1	2026-05-14 05:11:38	2026-05-22 07:14:21	NULL	[cctv, security, stove, teapoy, bed_pillow, wardrobe, wooden_cot, bike parking, dustbin, bucket_mug, without balcony, parking, Fully Furnished Balcony  Tv Parking Cctv Hot Water 24/7 Power Backup Wooden Cot & Perfect Mattress 24/7 Security Security Guards Shoe Rack  Car Parking]	livx-building-1bhk-whitefield	0	0.00	0	bangalore	2026-05-16 11:07:41	NULL	NULL
238	THE BROOKLYN INN PREMIUM CO-LIVING/GENTS PG	Marathalli	NULL	NULL	PG	fully_furnished	NULL	NULL	NULL	NULL	8500.00	rent	1	2026-05-14 05:15:50	2026-05-22 07:14:21	NULL	[wifi, food, ro_water, high_speed_wifi, power_backup, furniture, wooden_cot, bed_pillow, refrigerator, tv, geyser, cctv, security, housekeeping, maintenance, lift, bike parking, water_supply_247, dustbin, bucket_mug, study table, 1,2,3,&4 LUXURIOUS SHARINGS Premium plywood coats Cot size (storage coat) Double 3*6 Bed size 8inch (Duroflex) with Bed protector  Single coat 5*6 3, 4share coat 2½*6 PREMIUM wardrobe for each PREMIUM study table with chair Wall clock Premium mirror  Dustbin  PREMIUM shoe stand Bathroom bucket & mug Hand shower all bath rooms Mirror  Soap stand Each floor drinking water Each floor fridge  High speed act internet unlimited  Commercial fitness zone Big gaming zone Washing meachine area Working space  Very big dining hall  PREMIUM chilled waiting lungue & Reception  Higynic pantry  Self kitchen  Tooster  Microwaven  Common iraning area Common Library self Two BiG premium entertainment screens Total building  Cc tv servolance Power back up Daily house keeping  3 time higynic homely food]	the-brooklyn-inn-premium-co-living-gents-pg-marathalli	0	0.00	0	bangalore	2026-05-16 11:07:41	NULL	NULL
239	Lorven Heights	AECS Layout,Brookfield	NULL	NULL	1BHK	fully_furnished	NULL	NULL	NULL	NULL	33000.00	rent	1	2026-05-14 05:19:26	2026-05-22 07:14:21	NULL	[power_backup, wooden_cot, wardrobe, bed_pillow, tv, refrigerator, geyser, stove, security, cctv, bike parking, water_supply_247, dustbin, bucket_mug, Please find the *1bhks* info Rent *28k* (including power bill) Deposit: *60k Negotiable*    *Amenities providing*  *Hall* \t•\tDoor mat \t•\tWindow curtains \t•\tSofa \t•\tSmart TV🖥️ \t•\tShoe rack *Kitchen* \t•\tRefrigerator  \t•\tWater purifier  \t•\tGas stove \t•\tDustbin    * Rice cooker  *Bedroom* \t•\tCot (Queen size)🛌 \t•\tMattress  \t•\tBedsheet \t•\tPillows  \t•\tPillow covers \t•\tWardrobe  \t•\tWorking table \t•\tChair🪑 \t•\tAttached Balcony  *Washroom* \t•\tBucket🪣 \t•\tMug \t•\tGeyser  *Balcony* \t•\tclothes Dry hanger  *Extra amenities* \t•\tZero maintenance 🧑‍🔧  \t•\tZero water bill 🚿  \t•\tCommon washing machines 🎛️ \t•\tLift 🛗  \t•\tSecurity Guard 💂  \t•\tHuge parking space 🛵  \t•\tPower backup ⚡️ 🔋]	lorven-heights-1bhk	0	0.00	0	bangalore	2026-05-16 11:07:41	NULL	NULL
